"","time","year","month","day","hour","min","sec","lat","long","gpsnum"
"39588","2008-08-16T01:51:13Z",2008,8,16,1,51,13,10.1760536525,124.177171458,2
"188","2008-08-16T01:51:17Z",2008,8,16,1,51,17,10.176084917,124.17718403,1
"189","2008-08-16T01:51:32Z",2008,8,16,1,51,32,10.1760889404,124.177196519,1
"39589","2008-08-16T01:51:35Z",2008,8,16,1,51,35,10.1760468632,124.177204734,2
"190","2008-08-16T01:51:47Z",2008,8,16,1,51,47,10.1760904491,124.17720926,1
"191","2008-08-16T01:52:02Z",2008,8,16,1,52,2,10.176085839,124.177210685,1
"39590","2008-08-16T01:52:10Z",2008,8,16,1,52,10,10.1760573406,124.177212026,2
"192","2008-08-16T01:52:17Z",2008,8,16,1,52,17,10.1760898624,124.177211523,1
"193","2008-08-16T01:52:32Z",2008,8,16,1,52,32,10.1760898624,124.177214876,1
"194","2008-08-16T01:52:47Z",2008,8,16,1,52,47,10.1760877669,124.177205069,1
"39591","2008-08-16T01:52:52Z",2008,8,16,1,52,52,10.1760692429,124.177187467,2
"195","2008-08-16T01:53:02Z",2008,8,16,1,53,2,10.1760939695,124.177200878,1
"39592","2008-08-16T01:53:14Z",2008,8,16,1,53,14,10.1760679856,124.177211775,2
"196","2008-08-16T01:53:17Z",2008,8,16,1,53,17,10.1761035249,124.177198531,1
"197","2008-08-16T01:53:32Z",2008,8,16,1,53,32,10.1761065423,124.177193837,1
"198","2008-08-16T01:53:47Z",2008,8,16,1,53,47,10.1761133317,124.177193083,1
"199","2008-08-16T01:54:02Z",2008,8,16,1,54,2,10.1761163492,124.177198783,1
"39593","2008-08-16T01:54:10Z",2008,8,16,1,54,10,10.1760870963,124.177203728,2
"200","2008-08-16T01:54:17Z",2008,8,16,1,54,17,10.1761197858,124.177202722,1
"201","2008-08-16T01:54:32Z",2008,8,16,1,54,32,10.1761218812,124.177195178,1
"39594","2008-08-16T01:54:45Z",2008,8,16,1,54,45,10.1760861743,124.177185539,2
"202","2008-08-16T01:54:47Z",2008,8,16,1,54,47,10.176116433,124.177191658,1
"203","2008-08-16T01:55:02Z",2008,8,16,1,55,2,10.1761160977,124.17719367,1
"39595","2008-08-16T01:55:11Z",2008,8,16,1,55,11,10.1760725956,124.177185874,2
"204","2008-08-16T01:55:17Z",2008,8,16,1,55,17,10.1761197858,124.177192077,1
"205","2008-08-16T01:55:32Z",2008,8,16,1,55,32,10.1761035249,124.177190233,1
"39596","2008-08-16T01:55:33Z",2008,8,16,1,55,33,10.1760734338,124.177180678,2
"206","2008-08-16T01:55:47Z",2008,8,16,1,55,47,10.1760980766,124.17718336,1
"39597","2008-08-16T01:55:55Z",2008,8,16,1,55,55,10.1760799717,124.177204482,2
"207","2008-08-16T01:56:02Z",2008,8,16,1,56,2,10.1760996692,124.177186294,1
"208","2008-08-16T01:56:17Z",2008,8,16,1,56,17,10.1760972384,124.177191071,1
"209","2008-08-16T01:56:32Z",2008,8,16,1,56,32,10.1761062909,124.177193167,1
"210","2008-08-16T01:56:47Z",2008,8,16,1,56,47,10.1760826539,124.177192496,2
"211","2008-08-16T01:56:47Z",2008,8,16,1,56,47,10.1761049498,124.177196017,1
"212","2008-08-16T01:57:02Z",2008,8,16,1,57,2,10.1761024352,124.177195765,1
"213","2008-08-16T01:57:17Z",2008,8,16,1,57,17,10.1761073805,124.177200375,1
"39598","2008-08-16T01:57:22Z",2008,8,16,1,57,22,10.1760721765,124.177179923,2
"214","2008-08-16T01:57:32Z",2008,8,16,1,57,32,10.176108554,124.177200962,1
"215","2008-08-16T01:57:47Z",2008,8,16,1,57,47,10.1761030219,124.177193251,1
"216","2008-08-16T01:58:02Z",2008,8,16,1,58,2,10.1761008427,124.177188054,1
"39599","2008-08-16T01:58:05Z",2008,8,16,1,58,5,10.1760823186,124.177180929,2
"217","2008-08-16T01:58:17Z",2008,8,16,1,58,17,10.1761046983,124.177191071,1
"218","2008-08-16T01:58:32Z",2008,8,16,1,58,32,10.1761109848,124.177190149,1
"39600","2008-08-16T01:58:33Z",2008,8,16,1,58,33,10.1760852523,124.177204398,2
"219","2008-08-16T01:58:47Z",2008,8,16,1,58,47,10.1761123259,124.177196687,1
"39601","2008-08-16T01:58:59Z",2008,8,16,1,58,59,10.176098831,124.17722418,2
"220","2008-08-16T01:59:02Z",2008,8,16,1,59,2,10.176110398,124.177201716,1
"221","2008-08-16T01:59:17Z",2008,8,16,1,59,17,10.1761175226,124.177221581,1
"39602","2008-08-16T01:59:20Z",2008,8,16,1,59,20,10.1761132479,124.177249661,2
"222","2008-08-16T01:59:32Z",2008,8,16,1,59,32,10.1761342864,124.177230047,1
"223","2008-08-16T01:59:47Z",2008,8,16,1,59,47,10.1761444286,124.177229628,1
"39603","2008-08-16T01:59:48Z",2008,8,16,1,59,48,10.1761336997,124.177241949,2
"224","2008-08-16T02:00:02Z",2008,8,16,2,0,2,10.1761520561,124.177228957,1
"225","2008-08-16T02:00:17Z",2008,8,16,2,0,17,10.1761470269,124.177229041,1
"39604","2008-08-16T02:00:26Z",2008,8,16,2,0,26,10.1761329453,124.177241195,2
"226","2008-08-16T02:00:32Z",2008,8,16,2,0,32,10.1761403214,124.177230718,1
"227","2008-08-16T02:00:47Z",2008,8,16,2,0,47,10.1761448476,124.177230885,1
"228","2008-08-16T02:01:02Z",2008,8,16,2,1,2,10.1761449315,124.177235076,1
"39605","2008-08-16T02:01:09Z",2008,8,16,2,1,9,10.17614007,124.177231221,2
"229","2008-08-16T02:01:17Z",2008,8,16,2,1,17,10.1761472784,124.177233148,1
"230","2008-08-16T02:01:32Z",2008,8,16,2,1,32,10.1761515532,124.177237088,1
"39606","2008-08-16T02:01:43Z",2008,8,16,2,1,43,10.1761341188,124.177217223,2
"231","2008-08-16T02:01:47Z",2008,8,16,2,1,47,10.1761514693,124.177235747,1
"232","2008-08-16T02:02:02Z",2008,8,16,2,2,2,10.1761538163,124.177232226,1
"233","2008-08-16T02:02:17Z",2008,8,16,2,2,17,10.1761476975,124.177219151,1
"39607","2008-08-16T02:02:18Z",2008,8,16,2,2,18,10.1761265751,124.177244129,2
"234","2008-08-16T02:02:32Z",2008,8,16,2,2,32,10.1761472784,124.177235244,1
"39608","2008-08-16T02:02:42Z",2008,8,16,2,2,42,10.176148368,124.177275896,2
"235","2008-08-16T02:02:47Z",2008,8,16,2,2,47,10.1761569176,124.177256785,1
"236","2008-08-16T02:03:02Z",2008,8,16,2,3,2,10.1761762798,124.177276567,1
"39609","2008-08-16T02:03:03Z",2008,8,16,2,3,3,10.1761707477,124.17732426,2
"237","2008-08-16T02:03:17Z",2008,8,16,2,3,17,10.1761836559,124.177275393,1
"238","2008-08-16T02:03:32Z",2008,8,16,2,3,32,10.1761860866,124.177278662,1
"39610","2008-08-16T02:03:40Z",2008,8,16,2,3,40,10.1761927921,124.177323841,2
"239","2008-08-16T02:03:47Z",2008,8,16,2,3,47,10.1761926245,124.177284529,1
"240","2008-08-16T02:04:02Z",2008,8,16,2,4,2,10.1761941332,124.177285535,1
"241","2008-08-16T02:04:17Z",2008,8,16,2,4,17,10.1761915348,124.177277656,1
"39611","2008-08-16T02:04:28Z",2008,8,16,2,4,28,10.1761821471,124.177317135,2
"242","2008-08-16T02:04:32Z",2008,8,16,2,4,32,10.1761955582,124.177286122,1
"243","2008-08-16T02:04:47Z",2008,8,16,2,4,47,10.1761991624,124.177294755,1
"39612","2008-08-16T02:04:59Z",2008,8,16,2,4,59,10.1761784591,124.177292241,2
"244","2008-08-16T02:05:02Z",2008,8,16,2,5,2,10.1761921216,124.177295342,1
"245","2008-08-16T02:05:17Z",2008,8,16,2,5,17,10.1761883497,124.177292241,1
"39613","2008-08-16T02:05:27Z",2008,8,16,2,5,27,10.1761725917,124.177271118,2
"246","2008-08-16T02:05:32Z",2008,8,16,2,5,32,10.1761866733,124.177285368,1
"247","2008-08-16T02:05:47Z",2008,8,16,2,5,47,10.1761842426,124.17727707,1
"39614","2008-08-16T02:05:58Z",2008,8,16,2,5,58,10.1761777885,124.177256366,2
"248","2008-08-16T02:06:02Z",2008,8,16,2,6,2,10.1761861704,124.177280925,1
"249","2008-08-16T02:06:17Z",2008,8,16,2,6,17,10.1761938818,124.177280674,1
"39615","2008-08-16T02:06:20Z",2008,8,16,2,6,20,10.17618265,124.17729836,2
"250","2008-08-16T02:06:32Z",2008,8,16,2,6,32,10.1762001682,124.177281596,1
"251","2008-08-16T02:06:47Z",2008,8,16,2,6,47,10.1761982404,124.177279081,1
"252","2008-08-16T02:07:02Z",2008,8,16,2,7,2,10.1762031857,124.177285032,1
"39616","2008-08-16T02:07:12Z",2008,8,16,2,7,12,10.176177118,124.177290481,2
"253","2008-08-16T02:07:17Z",2008,8,16,2,7,17,10.1762049459,124.177291319,1
"254","2008-08-16T02:07:32Z",2008,8,16,2,7,32,10.1762051973,124.177292325,1
"255","2008-08-16T02:07:47Z",2008,8,16,2,7,47,10.1762055326,124.177290481,1
"256","2008-08-16T02:08:02Z",2008,8,16,2,8,2,10.1762066223,124.177286793,1
"39617","2008-08-16T02:08:08Z",2008,8,16,2,8,8,10.1761879306,124.177308585,2
"257","2008-08-16T02:08:17Z",2008,8,16,2,8,17,10.1762084663,124.177284278,1
"39618","2008-08-16T02:08:30Z",2008,8,16,2,8,30,10.1762059517,124.177305736,2
"258","2008-08-16T02:08:32Z",2008,8,16,2,8,32,10.1762071252,124.177282266,1
"259","2008-08-16T02:08:47Z",2008,8,16,2,8,47,10.1761989947,124.177284027,1
"260","2008-08-16T02:09:02Z",2008,8,16,2,9,2,10.1761938818,124.177290397,1
"261","2008-08-16T02:09:17Z",2008,8,16,2,9,17,10.176203521,124.177286793,1
"39619","2008-08-16T02:09:19Z",2008,8,16,2,9,19,10.176195642,124.177300036,2
"262","2008-08-16T02:09:32Z",2008,8,16,2,9,32,10.1762023475,124.177287966,1
"39620","2008-08-16T02:09:36Z",2008,8,16,2,9,36,10.1762116514,124.177312944,2
"263","2008-08-16T02:09:47Z",2008,8,16,2,9,47,10.1762024313,124.177291067,1
"39621","2008-08-16T02:10:00Z",2008,8,16,2,10,0,10.1762015931,124.177314872,2
"264","2008-08-16T02:10:02Z",2008,8,16,2,10,2,10.1761931274,124.177297354,1
"265","2008-08-16T02:10:17Z",2008,8,16,2,10,17,10.1761975698,124.177295174,1
"39622","2008-08-16T02:10:29Z",2008,8,16,2,10,29,10.1762028504,124.177291989,2
"266","2008-08-16T02:10:32Z",2008,8,16,2,10,32,10.1762021799,124.177288972,1
"267","2008-08-16T02:10:47Z",2008,8,16,2,10,47,10.1761843264,124.177310932,2
"268","2008-08-16T02:10:47Z",2008,8,16,2,10,47,10.1761983242,124.17729375,1
"269","2008-08-16T02:11:02Z",2008,8,16,2,11,2,10.1762050297,124.177311435,1
"39623","2008-08-16T02:11:06Z",2008,8,16,2,11,6,10.1761945523,124.177307999,2
"270","2008-08-16T02:11:17Z",2008,8,16,2,11,17,10.1762030181,124.177312944,1
"271","2008-08-16T02:11:32Z",2008,8,16,2,11,32,10.1762110647,124.177311184,1
"39624","2008-08-16T02:11:35Z",2008,8,16,2,11,35,10.1762101427,124.177303389,2
"272","2008-08-16T02:11:47Z",2008,8,16,2,11,47,10.1762137469,124.177299282,1
"39625","2008-08-16T02:11:55Z",2008,8,16,2,11,55,10.1761946362,124.177311771,2
"273","2008-08-16T02:12:02Z",2008,8,16,2,12,2,10.1761986595,124.177308585,1
"274","2008-08-16T02:12:17Z",2008,8,16,2,12,17,10.1761963964,124.177312022,1
"39626","2008-08-16T02:12:18Z",2008,8,16,2,12,18,10.1761913672,124.177319398,2
"275","2008-08-16T02:12:32Z",2008,8,16,2,12,32,10.1762003358,124.177309843,1
"276","2008-08-16T02:12:47Z",2008,8,16,2,12,47,10.1762005873,124.177309088,1
"39627","2008-08-16T02:12:48Z",2008,8,16,2,12,48,10.1761995815,124.177302048,2
"277","2008-08-16T02:13:02Z",2008,8,16,2,13,2,10.176196564,124.177305484,1
"39628","2008-08-16T02:13:14Z",2008,8,16,2,13,14,10.1761883497,124.177293163,2
"278","2008-08-16T02:13:17Z",2008,8,16,2,13,17,10.176192876,124.177296096,1
"279","2008-08-16T02:13:32Z",2008,8,16,2,13,32,10.1761981566,124.177292241,1
"39629","2008-08-16T02:13:44Z",2008,8,16,2,13,44,10.1761931274,124.177286793,2
"280","2008-08-16T02:13:47Z",2008,8,16,2,13,47,10.1761969831,124.177301796,1
"281","2008-08-16T02:14:02Z",2008,8,16,2,14,2,10.176202599,124.177305317,1
"39630","2008-08-16T02:14:05Z",2008,8,16,2,14,5,10.1761878468,124.177295845,2
"282","2008-08-16T02:14:17Z",2008,8,16,2,14,17,10.176196564,124.177307077,1
"283","2008-08-16T02:14:32Z",2008,8,16,2,14,32,10.1761891879,124.17730364,2
"284","2008-08-16T02:14:32Z",2008,8,16,2,14,32,10.1761998329,124.177300287,1
"285","2008-08-16T02:14:47Z",2008,8,16,2,14,47,10.1762085501,124.177294336,1
"39631","2008-08-16T02:14:59Z",2008,8,16,2,14,59,10.1761794649,124.177308334,2
"286","2008-08-16T02:15:02Z",2008,8,16,2,15,2,10.1762064546,124.177298527,1
"287","2008-08-16T02:15:17Z",2008,8,16,2,15,17,10.1761973184,124.177296432,1
"288","2008-08-16T02:15:32Z",2008,8,16,2,15,32,10.176188685,124.177290648,1
"39632","2008-08-16T02:15:35Z",2008,8,16,2,15,35,10.1761782914,124.177316548,2
"289","2008-08-16T02:15:47Z",2008,8,16,2,15,47,10.1761896908,124.177281428,1
"290","2008-08-16T02:16:02Z",2008,8,16,2,16,2,10.1761891879,124.177290229,1
"291","2008-08-16T02:16:17Z",2008,8,16,2,16,17,10.1762005873,124.177306658,1
"39633","2008-08-16T02:16:29Z",2008,8,16,2,16,29,10.1761908643,124.177312357,2
"292","2008-08-16T02:16:32Z",2008,8,16,2,16,32,10.176203521,124.177301545,1
"293","2008-08-16T02:16:47Z",2008,8,16,2,16,47,10.1762106456,124.177302634,1
"294","2008-08-16T02:17:02Z",2008,8,16,2,17,2,10.1762114838,124.177304143,1
"39634","2008-08-16T02:17:03Z",2008,8,16,2,17,3,10.1762022637,124.177292325,2
"295","2008-08-16T02:17:17Z",2008,8,16,2,17,17,10.1762066223,124.177294588,1
"39635","2008-08-16T02:17:28Z",2008,8,16,2,17,28,10.1761734299,124.177284949,2
"296","2008-08-16T02:17:32Z",2008,8,16,2,17,32,10.1761819795,124.177273382,1
"297","2008-08-16T02:17:47Z",2008,8,16,2,17,47,10.1761009265,124.17722703,2
"298","2008-08-16T02:17:47Z",2008,8,16,2,17,47,10.1761354599,124.177247062,1
"299","2008-08-16T02:18:02Z",2008,8,16,2,18,2,10.1760694943,124.177213283,1
"39636","2008-08-16T02:18:07Z",2008,8,16,2,18,7,10.176016856,124.177184366,2
"300","2008-08-16T02:18:17Z",2008,8,16,2,18,17,10.1759985834,124.177199788,1
"39637","2008-08-16T02:18:26Z",2008,8,16,2,18,26,10.1759184524,124.177187886,2
"301","2008-08-16T02:18:32Z",2008,8,16,2,18,32,10.1759309415,124.177186796,1
"302","2008-08-16T02:18:47Z",2008,8,16,2,18,47,10.1758592762,124.177158382,1
"39638","2008-08-16T02:18:50Z",2008,8,16,2,18,50,10.175818624,124.177124184,2
"303","2008-08-16T02:19:02Z",2008,8,16,2,19,2,10.1757926401,124.177118735,1
"39639","2008-08-16T02:19:11Z",2008,8,16,2,19,11,10.1757344697,124.177064756,2
"304","2008-08-16T02:19:17Z",2008,8,16,2,19,17,10.1757291891,124.177091829,1
"39640","2008-08-16T02:19:28Z",2008,8,16,2,19,28,10.1756660733,124.177048244,2
"305","2008-08-16T02:19:32Z",2008,8,16,2,19,32,10.1756655704,124.177071042,1
"306","2008-08-16T02:19:47Z",2008,8,16,2,19,47,10.1755960844,124.17703894,1
"39641","2008-08-16T02:19:50Z",2008,8,16,2,19,50,10.175560629,124.177020583,2
"307","2008-08-16T02:20:02Z",2008,8,16,2,20,2,10.1755330525,124.177012118,1
"39642","2008-08-16T02:20:09Z",2008,8,16,2,20,9,10.1754743792,124.17699418,2
"308","2008-08-16T02:20:17Z",2008,8,16,2,20,17,10.1754583698,124.177012369,1
"39643","2008-08-16T02:20:29Z",2008,8,16,2,20,29,10.1753740478,124.177039359,2
"309","2008-08-16T02:20:32Z",2008,8,16,2,20,32,10.1753893867,124.177003065,1
"310","2008-08-16T02:20:47Z",2008,8,16,2,20,47,10.1753213257,124.177002478,1
"39644","2008-08-16T02:20:50Z",2008,8,16,2,20,50,10.1752960961,124.177063918,2
"311","2008-08-16T02:21:02Z",2008,8,16,2,21,2,10.1752572879,124.177015638,1
"39645","2008-08-16T02:21:12Z",2008,8,16,2,21,12,10.1752077509,124.177087639,2
"312","2008-08-16T02:21:17Z",2008,8,16,2,21,17,10.175195178,124.177021589,1
"39646","2008-08-16T02:21:29Z",2008,8,16,2,21,29,10.1751308888,124.177086884,2
"313","2008-08-16T02:21:32Z",2008,8,16,2,21,32,10.1751339901,124.177015973,1
"314","2008-08-16T02:21:47Z",2008,8,16,2,21,47,10.1750686951,124.177017566,1
"39647","2008-08-16T02:21:48Z",2008,8,16,2,21,48,10.1750395261,124.177083028,2
"315","2008-08-16T02:22:02Z",2008,8,16,2,22,2,10.1750014722,124.177023936,1
"39648","2008-08-16T02:22:07Z",2008,8,16,2,22,7,10.1749694534,124.177090656,2
"316","2008-08-16T02:22:17Z",2008,8,16,2,22,17,10.1749389432,124.177033994,1
"39649","2008-08-16T02:22:26Z",2008,8,16,2,22,26,10.1748812757,124.177098032,2
"317","2008-08-16T02:22:32Z",2008,8,16,2,22,32,10.1748850476,124.177048663,1
"39650","2008-08-16T02:22:42Z",2008,8,16,2,22,42,10.1748304814,124.177134326,2
"318","2008-08-16T02:22:47Z",2008,8,16,2,22,47,10.1748178247,124.177044388,1
"319","2008-08-16T02:23:02Z",2008,8,16,2,23,2,10.1747513562,124.177034833,1
"39651","2008-08-16T02:23:04Z",2008,8,16,2,23,4,10.174743142,124.177158047,2
"320","2008-08-16T02:23:17Z",2008,8,16,2,23,17,10.1746862289,124.177045897,1
"39652","2008-08-16T02:23:24Z",2008,8,16,2,23,24,10.1746471692,124.177155029,2
"321","2008-08-16T02:23:32Z",2008,8,16,2,23,32,10.174624538,124.177067773,1
"39653","2008-08-16T02:23:43Z",2008,8,16,2,23,43,10.1745595783,124.177149162,2
"322","2008-08-16T02:23:47Z",2008,8,16,2,23,47,10.1745614223,124.177088728,1
"323","2008-08-16T02:24:02Z",2008,8,16,2,24,2,10.1745016593,124.177112952,1
"39654","2008-08-16T02:24:03Z",2008,8,16,2,24,3,10.1744895894,124.177191323,2
"324","2008-08-16T02:24:17Z",2008,8,16,2,24,17,10.1744355261,124.177132566,1
"39655","2008-08-16T02:24:22Z",2008,8,16,2,24,22,10.1744061895,124.177194843,2
"325","2008-08-16T02:24:32Z",2008,8,16,2,24,32,10.1743740868,124.17715813,1
"39656","2008-08-16T02:24:38Z",2008,8,16,2,24,38,10.1743705664,124.177241866,2
"326","2008-08-16T02:24:47Z",2008,8,16,2,24,47,10.1743120607,124.177183779,1
"39657","2008-08-16T02:25:00Z",2008,8,16,2,25,0,10.1742700674,124.17727707,2
"327","2008-08-16T02:25:02Z",2008,8,16,2,25,2,10.174252633,124.177204818,1
"328","2008-08-16T02:25:17Z",2008,8,16,2,25,17,10.1741909422,124.177231891,1
"39658","2008-08-16T02:25:22Z",2008,8,16,2,25,22,10.1741667185,124.177303389,2
"329","2008-08-16T02:25:32Z",2008,8,16,2,25,32,10.1741255634,124.17724723,1
"39659","2008-08-16T02:25:43Z",2008,8,16,2,25,43,10.1740719192,124.177308837,2
"330","2008-08-16T02:25:47Z",2008,8,16,2,25,47,10.1740599331,124.177265251,1
"331","2008-08-16T02:26:02Z",2008,8,16,2,26,2,10.1739861723,124.177330965,2
"332","2008-08-16T02:26:02Z",2008,8,16,2,26,2,10.1740012597,124.177293582,1
"333","2008-08-16T02:26:17Z",2008,8,16,2,26,17,10.1739409938,124.177316129,1
"39660","2008-08-16T02:26:23Z",2008,8,16,2,26,23,10.1738998387,124.177361559,2
"334","2008-08-16T02:26:32Z",2008,8,16,2,26,32,10.1738773752,124.177340018,1
"39661","2008-08-16T02:26:45Z",2008,8,16,2,26,45,10.1738119964,124.177392656,2
"335","2008-08-16T02:26:47Z",2008,8,16,2,26,47,10.1738124993,124.177352674,1
"336","2008-08-16T02:27:02Z",2008,8,16,2,27,2,10.1737493835,124.177365331,1
"39662","2008-08-16T02:27:08Z",2008,8,16,2,27,8,10.1737243216,124.177433057,2
"337","2008-08-16T02:27:17Z",2008,8,16,2,27,17,10.1736835856,124.177392656,1
"338","2008-08-16T02:27:32Z",2008,8,16,2,27,32,10.1736160275,124.177477229,2
"339","2008-08-16T02:27:32Z",2008,8,16,2,27,32,10.1736198831,124.17741973,1
"340","2008-08-16T02:27:47Z",2008,8,16,2,27,47,10.1735558454,124.177452754,1
"39663","2008-08-16T02:27:52Z",2008,8,16,2,27,52,10.173515277,124.177508326,2
"341","2008-08-16T02:28:02Z",2008,8,16,2,28,2,10.1734913886,124.177483851,1
"342","2008-08-16T02:28:17Z",2008,8,16,2,28,17,10.1734284405,124.177510422,1
"39664","2008-08-16T02:28:19Z",2008,8,16,2,28,19,10.1733864471,124.177551493,2
"343","2008-08-16T02:28:32Z",2008,8,16,2,28,32,10.1733666658,124.177539339,1
"39665","2008-08-16T02:28:43Z",2008,8,16,2,28,43,10.1732900552,124.177611172,2
"344","2008-08-16T02:28:47Z",2008,8,16,2,28,47,10.1733055618,124.177573454,1
"345","2008-08-16T02:29:02Z",2008,8,16,2,29,2,10.1732450444,124.17760958,1
"39666","2008-08-16T02:29:06Z",2008,8,16,2,29,6,10.1732024644,124.177660039,2
"346","2008-08-16T02:29:17Z",2008,8,16,2,29,17,10.1731815934,124.177651154,1
"39667","2008-08-16T02:29:30Z",2008,8,16,2,29,30,10.1731634885,124.177673031,2
"347","2008-08-16T02:29:32Z",2008,8,16,2,29,32,10.173155861,124.177665068,1
"348","2008-08-16T02:29:47Z",2008,8,16,2,29,47,10.1731502451,124.177669762,1
"349","2008-08-16T02:30:02Z",2008,8,16,2,30,2,10.1731429528,124.177676467,1
"39668","2008-08-16T02:30:14Z",2008,8,16,2,30,14,10.1730908174,124.177684765,2
"350","2008-08-16T02:30:17Z",2008,8,16,2,30,17,10.1731104311,124.177689962,1
"351","2008-08-16T02:30:32Z",2008,8,16,2,30,32,10.1730744727,124.17770505,1
"39669","2008-08-16T02:30:34Z",2008,8,16,2,30,34,10.1730410289,124.177713096,2
"352","2008-08-16T02:30:47Z",2008,8,16,2,30,47,10.173028959,124.177724328,1
"39670","2008-08-16T02:31:01Z",2008,8,16,2,31,1,10.1729607303,124.177721646,2
"353","2008-08-16T02:31:02Z",2008,8,16,2,31,2,10.1729850378,124.177729441,1
"354","2008-08-16T02:31:17Z",2008,8,16,2,31,17,10.1729326509,124.177722987,1
"39671","2008-08-16T02:31:26Z",2008,8,16,2,31,26,10.1729111932,124.177718041,2
"355","2008-08-16T02:31:32Z",2008,8,16,2,31,32,10.1728864666,124.177722149,1
"39672","2008-08-16T02:31:40Z",2008,8,16,2,31,40,10.1728741452,124.177696249,2
"356","2008-08-16T02:31:47Z",2008,8,16,2,31,47,10.1728013903,124.177735643,1
"39673","2008-08-16T02:31:53Z",2008,8,16,2,31,53,10.172824692,124.177704547,2
"357","2008-08-16T02:32:02Z",2008,8,16,2,32,2,10.1727137994,124.177623745,1
"39674","2008-08-16T02:32:09Z",2008,8,16,2,32,9,10.1727118716,124.177587535,2
"358","2008-08-16T02:32:17Z",2008,8,16,2,32,17,10.1726437267,124.177515367,1
"39675","2008-08-16T02:32:24Z",2008,8,16,2,32,24,10.1726429723,124.177467842,2
"359","2008-08-16T02:32:32Z",2008,8,16,2,32,32,10.1726265438,124.177494664,1
"39676","2008-08-16T02:32:40Z",2008,8,16,2,32,40,10.172639871,124.177453928,2
"360","2008-08-16T02:32:47Z",2008,8,16,2,32,47,10.1726314891,124.177474882,1
"361","2008-08-16T02:33:02Z",2008,8,16,2,33,2,10.1726503484,124.177438756,1
"362","2008-08-16T02:33:06Z",2008,8,16,2,33,6,10.1726373564,124.177439259,1
"363","2008-08-16T02:33:06Z",2008,8,16,2,33,6,10.1726461574,124.177409336,2
"39677","2008-08-16T02:33:48Z",2008,8,16,2,33,48,10.1726281364,124.177489048,2
"39678","2008-08-16T02:34:03Z",2008,8,16,2,34,3,10.1726178266,124.177502291,2
"364","2008-08-16T06:15:11Z",2008,8,16,6,15,11,10.1726275496,124.177340018,1
"365","2008-08-16T06:15:26Z",2008,8,16,6,15,26,10.1726484206,124.177366924,1
"366","2008-08-16T06:15:41Z",2008,8,16,6,15,41,10.1727019809,124.177403217,1
"367","2008-08-16T06:15:56Z",2008,8,16,6,15,56,10.1727128774,124.177478319,1
"368","2008-08-16T06:16:11Z",2008,8,16,6,16,11,10.1726623345,124.177452838,1
"369","2008-08-16T06:16:26Z",2008,8,16,6,16,26,10.1726337522,124.177449318,1
"370","2008-08-16T06:16:41Z",2008,8,16,6,16,41,10.1726242807,124.177451162,1
"371","2008-08-16T06:16:56Z",2008,8,16,6,16,56,10.1726182457,124.177457532,1
"372","2008-08-16T06:17:11Z",2008,8,16,6,17,11,10.1726142224,124.177463064,1
"373","2008-08-16T06:17:26Z",2008,8,16,6,17,26,10.172613468,124.17746407,1
"374","2008-08-16T06:17:41Z",2008,8,16,6,17,41,10.1726146415,124.177464321,1
"375","2008-08-16T06:17:56Z",2008,8,16,6,17,56,10.1726148929,124.177462393,1
"376","2008-08-16T06:18:11Z",2008,8,16,6,18,11,10.1726153959,124.177464489,1
"377","2008-08-16T06:18:26Z",2008,8,16,6,18,26,10.1726190839,124.177462058,1
"378","2008-08-16T06:18:41Z",2008,8,16,6,18,41,10.1726211794,124.177463651,1
"379","2008-08-16T06:18:56Z",2008,8,16,6,18,56,10.1726201735,124.177464824,1
